//X;Y;Z;C2C absolute distances;Nx;Ny;Nz
397.51;164.40;39.79;1.14;0.707101;0.004151;0.707101
399.11;166.07;37.82;1.39;0.741808;-0.145954;0.654537
399.92;166.82;37.05;1.27;0.739555;0.095190;0.666331
398.69;165.30;38.28;1.34;0.797081;0.015196;0.603682
388.96;156.48;46.19;1.47;0.620749;-0.185458;0.761759
397.67;163.88;39.50;1.16;0.712635;-0.095508;0.695003
397.73;163.58;39.48;1.10;0.701011;-0.146233;0.697996
398.09;163.93;39.08;1.13;0.748247;-0.086056;0.657815
398.17;163.70;38.90;1.16;0.757414;-0.120060;0.641801
390.98;156.40;44.86;0.64;0.944315;0.069033;0.321719
399.80;164.34;37.04;1.20;0.782449;-0.064370;0.619379
404.60;169.01;31.95;0.55;0.495186;0.135051;0.858226
398.85;160.31;37.57;1.05;0.782269;-0.234836;0.576982
399.81;161.32;36.37;1.22;0.766383;-0.149061;0.624851
398.93;158.46;36.85;1.12;0.796404;-0.141417;0.587999
399.14;158.66;36.65;1.13;0.818718;-0.153603;0.553269
399.74;159.08;35.95;1.16;0.781723;-0.171524;0.599574
401.17;160.49;34.37;1.21;0.851012;-0.095828;0.516328
398.74;157.96;36.99;1.05;0.737010;-0.286171;0.612310
407.69;167.23;25.98;0.58;0.732742;-0.092141;0.674240
389.14;149.91;43.98;0.51;0.599149;-0.253184;0.759551
398.98;157.93;36.65;1.09;0.709495;-0.318384;0.628687
400.74;159.65;34.73;1.20;0.770415;-0.235969;0.592266
389.23;149.84;43.69;0.68;0.600087;-0.197983;0.775048
401.38;160.04;33.97;1.20;0.886561;-0.129915;0.443995
398.73;157.45;36.66;1.15;0.767977;-0.201613;0.607917
398.94;157.64;36.44;1.19;0.768063;-0.260227;0.585116
400.84;159.21;34.41;1.21;0.777085;-0.177924;0.603724
401.83;160.10;33.47;1.16;0.729624;-0.182790;0.658966
389.47;149.49;43.69;0.44;0.523009;-0.277996;0.805717
398.72;157.03;36.73;1.03;0.739819;-0.216494;0.637023
399.27;157.56;36.02;1.19;0.770285;-0.148651;0.620132
400.75;158.88;34.63;1.11;0.805157;-0.137900;0.576807
402.60;160.68;32.55;1.11;0.617644;-0.229857;0.752118
407.09;164.86;27.87;0.29;0.541408;-0.202837;0.815925
399.13;157.35;36.19;1.13;0.756807;-0.148954;0.636440
400.19;158.24;35.22;1.06;0.775767;-0.191264;0.601334
398.87;157.08;36.42;1.13;0.763988;-0.202187;0.612734
407.68;165.79;25.83;0.57;0.912653;0.043967;0.406364
409.00;167.28;23.68;0.41;0.911072;0.001292;0.412244
409.33;167.64;23.19;0.28;0.828123;-0.060663;0.557255
400.95;158.91;34.30;1.13;0.791734;-0.138665;0.594919
389.72;149.53;43.52;0.38;0.665057;-0.206183;0.717766
398.74;156.82;36.52;1.11;0.749810;-0.254146;0.610897
404.39;161.61;31.56;0.30;0.703145;-0.140027;0.697122
408.11;165.98;25.34;0.43;0.670654;-0.098323;0.735225
400.58;158.39;34.68;1.10;0.800499;-0.174021;0.573514
401.86;159.65;33.13;1.23;0.647807;-0.136144;0.749541
407.65;165.50;25.74;0.61;0.914568;-0.077230;0.396990
389.11;149.07;43.61;0.50;0.474623;-0.396869;0.785639
409.14;166.98;23.36;0.32;0.871849;-0.048055;0.487412
392.42;151.12;42.11;0.28;0.981660;0.156920;0.108262
408.31;165.71;25.20;0.29;0.636382;-0.098017;0.765121
401.98;159.31;33.07;1.12;0.618395;-0.198935;0.760271
409.38;166.99;22.99;0.29;0.803137;-0.067047;0.592010
398.95;156.43;36.22;1.06;0.779512;-0.181530;0.599507
399.13;156.62;35.97;1.13;0.748959;-0.250704;0.613358
401.53;158.82;33.40;1.19;0.838645;-0.136592;0.527274
406.67;163.55;27.88;0.40;0.541524;-0.195677;0.817595
389.27;148.79;43.15;0.67;0.621803;-0.344358;0.703405
399.54;156.81;35.61;1.06;0.769596;-0.222328;0.598575
399.93;157.15;35.24;1.03;0.796839;-0.187402;0.574394
400.91;158.04;34.19;1.05;0.777011;-0.235127;0.583926
390.33;149.29;42.82;0.46;0.095547;-0.506258;0.857073
399.00;156.22;36.00;1.10;0.815883;-0.109465;0.567761
399.74;156.83;35.38;1.05;0.768989;-0.235532;0.594290
399.22;156.27;35.69;1.14;0.790988;-0.125671;0.598786
399.51;156.54;35.39;1.16;0.761800;-0.257088;0.594614
399.10;155.96;35.85;1.06;0.774843;-0.079657;0.627116
398.95;155.66;35.91;1.04;0.726629;-0.322047;0.606873
399.31;155.96;35.59;1.05;0.819698;-0.134401;0.556804
399.20;155.67;35.64;1.03;0.786666;-0.314347;0.531359
399.54;156.00;35.22;1.10;0.806100;-0.193525;0.559241
390.11;148.37;42.42;0.54;0.472229;-0.341850;0.812489
401.47;157.56;33.06;1.18;0.832950;-0.162418;0.528975
400.95;156.85;33.60;1.11;0.825534;-0.208284;0.524511
407.61;163.29;25.43;0.57;0.682943;-0.130013;0.718809
399.08;154.99;35.41;1.08;0.826192;-0.162848;0.539340
401.16;156.81;33.32;1.09;0.822433;-0.205228;0.530553
387.02;145.80;43.37;0.71;0.543779;-0.447329;0.710072
399.35;154.96;35.15;1.02;0.797509;-0.267925;0.540551
399.06;154.28;35.13;1.07;0.832316;-0.268139;0.485130
399.49;154.40;34.62;1.08;0.777011;-0.235127;0.583926
400.35;155.15;33.78;1.07;0.737558;-0.275588;0.616490
409.11;163.59;22.91;0.35;0.874096;-0.097436;0.475881
387.90;145.48;42.49;1.21;0.361106;-0.483080;0.797644
399.26;153.95;34.72;1.08;0.749701;-0.320840;0.578801
400.56;155.04;33.54;1.02;0.745528;-0.355709;0.563613
390.56;146.86;41.50;0.47;0.330962;-0.437623;0.836032
399.50;153.15;33.94;1.11;0.748025;-0.264102;0.608858
399.13;152.57;34.22;1.05;0.919829;-0.114119;0.375356
399.42;152.34;33.67;1.10;0.841663;-0.136130;0.522563
399.35;152.04;33.70;1.04;0.848518;-0.117087;0.516050
399.28;151.74;33.75;0.98;0.806318;-0.250129;0.535992
399.51;151.99;33.37;1.09;0.812566;-0.100299;0.574175
399.48;151.72;33.49;0.97;0.692488;-0.305082;0.653747
400.05;152.26;32.77;1.06;0.779100;-0.342161;0.525290
401.57;153.36;31.29;0.98;0.641056;-0.322962;0.696235
404.82;155.89;28.70;0.30;0.537678;-0.243272;0.807292
399.51;151.39;33.07;1.06;0.755341;-0.512845;0.407982
399.18;151.00;33.29;1.06;0.819573;-0.296175;0.490490
399.34;151.13;33.04;1.13;0.758570;-0.396414;0.517133
400.59;152.15;31.93;1.05;0.796412;-0.319519;0.513455
393.93;146.66;38.64;0.35;0.866391;-0.122128;0.484202
399.63;151.52;32.78;1.15;0.823761;-0.372994;0.426959
399.30;151.29;33.30;1.08;0.721336;-0.465966;0.512397
400.57;152.46;32.12;1.06;0.806878;-0.271048;0.524862
399.26;151.50;33.51;1.06;0.697355;-0.437719;0.567537
409.71;161.18;21.38;0.25;0.591983;-0.204503;0.779573
400.01;152.75;33.13;1.04;0.807967;-0.270364;0.523538
401.19;153.92;31.91;1.12;0.728402;-0.339056;0.595375
406.63;158.44;26.35;0.32;0.498105;-0.282624;0.819765
399.28;152.52;33.89;1.13;0.856551;-0.132336;0.498806
400.44;153.46;32.78;1.09;0.791467;-0.282780;0.541863
406.57;158.47;26.67;0.27;0.593724;-0.229075;0.771373
401.10;154.16;32.16;1.12;0.804652;-0.308265;0.507452
389.38;145.84;41.60;1.27;0.496205;-0.300873;0.814406
399.28;153.15;34.23;1.12;0.799262;-0.258079;0.542748
399.96;153.68;33.58;1.09;0.791825;-0.306257;0.528412
400.82;154.39;32.69;1.09;0.814477;-0.266301;0.515472
400.37;154.29;33.39;1.05;0.769873;-0.287314;0.569865
400.87;154.74;32.76;1.12;0.815686;-0.286508;0.502563
409.12;162.09;22.54;0.27;0.872559;-0.065199;0.484138
409.33;162.29;22.22;0.26;0.847184;-0.136076;0.513578
399.67;154.08;34.18;1.11;0.752636;-0.312930;0.579321
400.32;154.58;33.59;1.05;0.779225;-0.287250;0.557043
387.60;145.87;42.93;0.81;0.539887;-0.486400;0.686977
399.54;154.10;34.48;1.06;0.772611;-0.294707;0.562334
400.05;154.99;34.04;1.11;0.717066;-0.290355;0.633649
401.19;155.86;32.98;1.04;0.854638;-0.154453;0.495720
399.73;155.02;34.55;1.10;0.788278;-0.293424;0.540851
399.54;154.95;34.85;1.05;0.769873;-0.287314;0.569865
407.28;161.56;25.43;0.65;0.792441;-0.262055;0.550786
407.66;161.90;24.93;0.58;0.755498;-0.178572;0.630345
400.78;155.93;33.46;1.10;0.814577;-0.202502;0.543559
401.10;156.23;32.99;1.19;0.833153;-0.247944;0.494348
404.27;158.46;30.44;0.47;0.689204;-0.552364;0.468926
408.08;162.12;24.49;0.42;0.601456;-0.181198;0.778086
403.53;157.85;30.93;0.66;0.658846;-0.363104;0.658846
399.34;154.64;34.84;1.14;0.790342;-0.258231;0.555587
402.35;156.83;31.97;0.90;0.636895;-0.198933;0.744843
401.97;156.51;32.15;1.04;0.665205;-0.251229;0.703126
399.25;154.34;34.84;1.14;0.777991;-0.256187;0.573670
389.74;147.67;42.30;0.61;0.523576;-0.364720;0.769965
401.02;155.61;33.03;1.07;0.865776;-0.116298;0.486730
401.19;155.81;32.67;1.19;0.856642;-0.182612;0.482511
403.51;157.45;30.74;0.69;0.736062;-0.325161;0.593703
399.08;154.02;34.96;1.09;0.763139;-0.288368;0.578328
406.85;160.08;26.89;0.27;0.778481;-0.329049;0.534504
400.22;154.79;33.78;1.08;0.755519;-0.306378;0.579071
403.66;157.37;30.48;0.69;0.715443;-0.439889;0.542807
401.98;156.03;31.96;1.02;0.665818;-0.230295;0.709684
400.48;154.77;33.42;1.07;0.772706;-0.326111;0.544589
401.31;155.48;32.38;1.18;0.794319;-0.220558;0.566049
386.32;145.11;43.93;1.18;0.638463;-0.326542;0.696948
399.34;153.77;34.49;1.11;0.761420;-0.341103;0.551261
400.98;154.99;32.91;1.02;0.817429;-0.333612;0.469587
404.57;157.60;29.68;0.40;0.486306;-0.408237;0.772560
399.55;153.80;34.20;1.11;0.758649;-0.323755;0.565363
399.19;153.38;34.48;1.12;0.809217;-0.277043;0.518087
399.47;153.43;34.10;1.13;0.749132;-0.281521;0.599623
402.72;155.74;31.28;0.71;0.565243;-0.255221;0.784451
390.54;146.55;41.34;0.75;0.366383;-0.404123;0.838122
403.40;154.28;29.72;0.55;0.870051;0.137529;0.473389
399.26;150.77;32.98;1.09;0.794190;-0.330779;0.509752
399.56;150.97;32.74;1.07;0.724990;-0.329246;0.604969
400.81;151.96;31.37;1.11;0.762147;-0.319300;0.563187
399.54;150.67;32.57;1.08;0.720699;-0.400755;0.565675
399.31;150.19;32.63;1.06;0.750034;-0.260538;0.607922
399.52;150.36;32.38;1.08;0.732727;-0.339557;0.589756
400.46;150.49;31.12;1.04;0.811957;-0.362111;0.457823
399.23;149.29;32.22;1.04;0.807660;-0.250546;0.533772
399.74;149.00;31.32;1.01;0.800802;-0.292206;0.522812
399.35;148.38;31.51;0.97;0.832034;-0.159262;0.531371
400.13;148.91;30.51;1.06;0.796442;-0.296093;0.527267
403.71;151.42;27.17;0.62;0.784807;-0.470884;0.402922
399.55;148.28;31.27;0.91;0.839253;-0.142570;0.524717
400.57;149.09;30.17;0.95;0.492118;-0.282773;0.823322
404.32;151.83;26.64;0.51;0.643213;-0.420498;0.639889
401.90;150.06;29.30;0.70;0.671747;-0.298017;0.678190
400.16;149.10;30.79;0.96;0.837029;-0.276947;0.471893
399.89;149.00;31.04;1.02;0.832120;-0.260906;0.489392
400.14;149.40;30.85;1.06;0.839057;-0.250030;0.483186
400.54;149.71;30.43;1.07;0.468538;-0.341477;0.814780
399.45;148.90;31.69;1.00;0.809673;-0.226709;0.541324
400.80;149.89;30.40;0.93;0.579191;-0.277694;0.766436
402.20;150.81;29.50;0.62;0.498007;-0.326171;0.803494
404.64;152.68;26.95;0.39;0.219608;-0.402368;0.888748
399.31;148.97;31.95;0.99;0.825355;-0.296000;0.480805
404.98;152.97;27.06;0.26;0.165530;-0.461433;0.871596
399.54;149.21;31.66;1.05;0.792599;-0.337855;0.507583
402.54;151.21;29.42;0.55;0.608443;-0.329371;0.722019
400.01;149.64;31.16;1.08;0.846816;-0.285357;0.448859
399.93;149.58;31.49;0.96;0.831913;-0.311772;0.459041
401.71;150.88;29.83;0.87;0.473062;-0.298201;0.829029
399.36;149.29;31.93;1.09;0.820208;-0.252730;0.513212
399.67;150.08;32.01;1.06;0.764226;-0.386187;0.516545
400.76;151.36;31.15;1.07;0.759220;-0.263596;0.595064
404.42;154.25;28.05;0.47;0.530098;-0.325106;0.783136
399.91;151.24;32.38;1.05;0.799563;-0.247818;0.547070
400.30;151.55;31.95;1.07;0.800122;-0.281379;0.529747
402.82;153.22;30.10;0.53;0.663904;-0.344186;0.663904
399.84;151.52;32.54;1.11;0.802576;-0.281137;0.526150
404.81;155.37;28.38;0.33;0.385429;-0.556001;0.736415
406.45;157.22;26.14;0.30;0.551119;-0.254483;0.794674
400.74;153.87;32.58;1.09;0.796240;-0.336687;0.502637
401.14;154.89;32.55;1.08;0.837609;-0.266863;0.476650
403.21;156.62;31.12;0.57;0.849209;-0.186557;0.494004
400.98;156.18;33.32;1.08;0.817446;-0.239516;0.523845
400.99;156.54;33.49;1.06;0.812315;-0.212640;0.543073
407.89;162.32;24.93;0.42;0.731575;-0.212794;0.647701
399.35;155.61;35.35;1.08;0.803760;-0.274187;0.528006
401.65;157.43;32.78;1.15;0.726190;-0.209926;0.654660
407.50;162.41;25.31;0.62;0.686003;-0.114087;0.718599
409.10;163.85;23.06;0.28;0.881881;-0.076383;0.465244
400.21;156.61;34.62;1.06;0.766336;-0.215193;0.605328
402.99;159.03;31.94;0.81;0.745647;-0.192177;0.638028
400.78;157.74;34.17;1.12;0.771255;-0.256038;0.582761
409.10;164.97;23.14;0.34;0.883982;-0.099782;0.456748
393.24;152.37;41.93;0.31;-0.451044;-0.707356;0.544248
401.17;158.34;33.90;1.09;0.802739;-0.190403;0.565116
399.11;157.05;36.21;1.08;0.740252;-0.212609;0.637827
399.34;157.24;35.92;1.12;0.778629;-0.161773;0.606272
407.54;164.14;25.66;0.62;0.699361;-0.073846;0.710944
400.37;158.32;34.92;1.12;0.795893;-0.184136;0.576756
404.21;161.00;31.60;0.35;0.452587;-0.339046;0.824750
388.44;150.52;44.58;0.69;0.617393;-0.279183;0.735447
401.59;159.57;33.60;1.17;0.825786;-0.165755;0.539076
399.08;158.31;36.63;1.10;0.774768;-0.076467;0.627605
406.25;164.09;28.40;0.56;0.707716;-0.202868;0.676744
389.77;152.17;44.36;0.61;0.146419;-0.316102;0.937358
391.78;153.34;43.25;0.54;0.965948;0.232187;0.114169
398.74;158.25;37.15;1.02;0.772129;-0.188063;0.607000
402.81;161.46;32.67;0.98;0.721750;-0.146158;0.676546
388.65;151.79;44.92;0.70;0.610411;-0.232612;0.757159
391.80;153.63;43.18;0.65;0.937307;0.001258;0.348502
399.85;159.42;35.82;1.23;0.789044;-0.174165;0.589132
400.11;159.59;35.64;1.14;0.769892;-0.185203;0.610710
400.33;159.75;35.44;1.12;0.781025;-0.191053;0.594557
407.71;166.13;25.78;0.59;0.838366;-0.078285;0.539458
392.26;154.12;43.03;0.60;0.397099;-0.397099;0.827421
407.87;166.51;25.65;0.53;0.725861;-0.089090;0.682047
408.93;167.61;23.77;0.41;0.908409;-0.038571;0.416299
409.20;167.85;23.42;0.32;0.865246;-0.062699;0.497412
399.52;159.63;36.34;1.20;0.760737;-0.182148;0.622978
403.82;162.82;32.14;0.61;0.536119;-0.152965;0.830168
399.12;159.55;36.86;1.19;0.766522;-0.145504;0.625518
402.90;162.52;32.73;1.01;0.699576;-0.130328;0.702572
407.68;166.87;25.92;0.60;0.749114;-0.032447;0.661646
408.24;167.54;25.44;0.35;0.659767;-0.098451;0.744993
388.59;152.93;45.40;0.74;0.632866;-0.322098;0.704084
399.76;160.52;36.40;1.11;0.777049;-0.165104;0.607401
403.43;163.35;32.54;0.79;0.561289;-0.147394;0.814389
389.78;153.78;45.11;0.53;0.440836;-0.203348;0.874250
391.33;154.78;44.03;0.62;0.964101;0.064106;0.257680
398.53;159.88;37.66;1.16;0.740748;-0.399117;0.540368
399.08;160.27;37.17;1.13;0.758619;-0.212538;0.615893
409.17;169.17;23.57;0.28;0.846861;0.026078;0.531175
398.36;160.03;37.89;1.17;0.759850;-0.397083;0.514737
398.60;160.19;37.69;1.15;0.766233;-0.319665;0.557406
400.57;161.72;35.60;1.14;0.778613;-0.141973;0.611233
409.15;169.47;23.53;0.38;0.877010;0.006654;0.480426
404.17;164.67;32.18;0.51;0.511912;-0.025937;0.858646
404.43;164.83;32.02;0.38;0.437198;0.006565;0.899341
407.91;168.46;25.82;0.50;0.652286;-0.095278;0.751961
391.22;155.46;44.60;0.47;0.970179;0.242246;-0.008353
400.88;162.55;35.38;1.15;0.812566;-0.100299;0.574175
403.93;164.84;32.32;0.64;0.547504;-0.001352;0.836802
404.44;165.13;32.07;0.38;0.428376;-0.027851;0.903171
407.96;168.79;25.83;0.45;0.681045;-0.101495;0.725173
409.32;170.29;23.18;0.31;0.836387;0.048871;0.545956
389.59;154.88;45.41;0.67;0.498955;-0.157487;0.852198
398.60;161.09;37.86;1.18;0.782678;-0.201436;0.588930
399.95;162.13;36.44;1.18;0.774947;-0.158615;0.611800
398.24;161.42;38.38;1.16;0.667202;-0.337679;0.663939
398.25;161.72;38.48;1.14;0.667202;-0.337679;0.663939
407.90;170.01;25.95;0.47;0.698541;0.018198;0.715339
407.90;170.34;25.95;0.46;0.674886;0.061877;0.735323
408.89;171.08;24.96;0.26;0.520779;0.108195;0.846807
398.55;162.55;38.28;1.15;0.807273;-0.115743;0.578717
407.85;170.64;25.93;0.52;0.695245;0.035399;0.717901
403.82;166.96;32.56;0.77;0.570310;-0.058022;0.819378
404.13;167.15;32.38;0.61;0.504294;-0.025826;0.863145
407.71;170.80;26.15;0.55;0.623803;0.012448;0.781483
400.56;164.75;36.05;1.25;0.794201;0.001372;0.607653
408.02;171.41;25.65;0.48;0.717076;0.133235;0.684142
408.28;171.60;25.40;0.37;0.647807;0.136144;0.749541
408.50;171.79;25.10;0.27;0.677569;0.136716;0.722640
390.71;157.90;45.39;0.73;0.959956;0.028489;0.278697
404.04;167.71;32.37;0.73;0.531176;0.060265;0.845116
407.83;171.56;25.86;0.55;0.791332;0.190591;0.580920
408.49;172.10;25.04;0.31;0.633477;0.145955;0.759871
390.72;158.23;45.32;0.85;0.971956;-0.060210;0.227322
398.33;163.53;38.67;1.19;0.746769;-0.136184;0.650991
390.58;158.57;45.81;0.64;0.941184;0.157092;0.299157
397.90;163.73;39.24;1.14;0.749372;-0.139662;0.647253
398.67;164.33;38.39;1.22;0.772490;-0.049792;0.633072
403.81;168.40;32.58;0.81;0.653253;0.023780;0.756766
408.30;172.82;25.21;0.39;0.619110;0.107352;0.777932
403.34;168.37;32.93;0.99;0.686096;-0.001380;0.727510
404.02;168.84;32.33;0.76;0.615445;0.038025;0.787262
404.97;169.40;31.78;0.35;0.364751;0.096273;0.926115
397.93;164.27;39.29;1.15;0.758179;-0.055685;0.649664
398.99;165.19;37.87;1.39;0.777484;0.043902;0.627369
403.11;168.46;33.19;1.05;0.764168;-0.012482;0.644897
390.47;159.25;46.07;0.64;0.992820;0.094176;0.073752
397.76;164.39;39.51;1.14;0.747451;-0.009707;0.664246
401.34;167.24;35.41;1.19;0.808134;-0.125121;0.575556
402.22;168.01;34.23;1.20;0.817758;-0.001361;0.575560
403.18;168.77;33.14;1.03;0.735674;-0.009735;0.677265
408.09;173.52;25.26;0.50;0.742299;0.049867;0.668211
401.04;167.23;35.83;1.17;0.768424;-0.113567;0.629783
401.94;168.03;34.59;1.23;0.831841;-0.001357;0.555013
404.85;170.17;31.73;0.48;0.461080;0.064689;0.884998
407.68;173.44;25.77;0.65;0.794201;0.001372;0.607653
397.51;164.74;39.76;1.19;0.681561;0.095272;0.725533
397.68;164.90;39.51;1.25;0.728683;0.089077;0.679033
398.13;165.28;38.93;1.32;0.764697;0.052689;0.642232
408.41;174.34;24.82;0.34;0.655266;0.079911;0.751159
390.39;160.00;46.15;0.77;0.939370;-0.013907;0.342623
404.49;170.49;31.97;0.60;0.586511;0.029256;0.809413
407.93;174.27;25.25;0.63;0.745764;0.076749;0.661775
399.17;166.62;37.83;1.38;0.752747;-0.015305;0.658132
400.15;167.31;36.94;1.19;0.759786;-0.242818;0.603129
402.62;169.40;33.77;1.15;0.676912;0.052951;0.734157
403.77;170.29;32.55;0.87;0.716736;0.015369;0.697176
408.00;174.59;25.19;0.51;0.729606;0.098357;0.676757
397.30;165.41;40.00;1.22;0.727650;-0.026741;0.685427
397.51;165.60;39.71;1.28;0.765925;-0.029513;0.642253
398.73;166.51;38.47;1.28;0.768950;-0.101062;0.631271
401.03;168.31;35.92;1.15;0.794812;0.085417;0.600814
390.34;160.76;46.37;0.74;0.500039;-0.275723;0.820937
397.51;165.90;39.67;1.33;0.760023;-0.142411;0.634102
398.73;166.81;38.42;1.32;0.764296;0.116788;0.634203
400.36;168.04;36.75;1.16;0.754360;-0.032430;0.655659
404.40;171.32;31.93;0.69;0.635151;0.061651;0.769924
402.62;170.26;33.78;1.15;0.635901;0.012469;0.771670
403.47;170.89;32.94;0.91;0.750166;0.061677;0.658367
397.06;166.17;40.10;1.40;0.672501;-0.209671;0.709775
397.72;166.61;39.58;1.29;0.731664;-0.015330;0.681493
399.73;168.14;37.44;1.23;0.777403;-0.038094;0.627848
401.17;169.34;35.64;1.23;0.800434;0.012399;0.599292
408.51;176.23;24.41;0.28;0.623563;0.251004;0.740382
396.70;166.75;40.72;1.31;0.647880;0.012486;0.761640
397.06;167.03;40.31;1.33;0.793208;-0.097514;0.601092
397.40;167.28;39.98;1.29;0.760784;-0.270466;0.589963
398.13;167.74;39.44;1.13;0.702669;-0.206302;0.680953
407.93;176.78;24.84;0.52;0.763717;0.178353;0.620425
391.94;163.58;46.24;0.30;0.341969;-0.021611;0.939463
400.23;170.10;36.87;1.25;0.782458;-0.043863;0.621156
405.62;174.35;30.75;0.26;0.530876;0.117811;0.839221
391.94;163.91;46.23;0.27;0.167995;-0.152838;0.973868
399.21;169.61;38.06;1.29;0.757597;0.001380;0.652721
403.48;173.15;32.75;0.92;0.728972;0.082937;0.679501
407.81;177.76;24.62;0.58;0.801669;0.138321;0.581545
408.07;178.02;24.19;0.48;0.832384;0.120994;0.540831
396.49;167.78;41.17;1.19;0.702132;0.044150;0.710677
402.40;172.68;33.78;1.27;0.680299;0.092170;0.727116
405.57;174.97;30.73;0.26;0.501177;0.129289;0.855632
408.05;178.32;24.19;0.49;0.836374;0.133293;0.531706
393.67;165.80;44.60;0.54;0.685029;0.645978;0.336820
396.90;168.34;40.92;1.07;0.712504;-0.023891;0.701261
398.72;169.84;38.69;1.25;0.767168;0.035191;0.640480
404.82;174.86;31.16;0.55;0.516993;0.129612;0.846120
391.77;164.78;46.31;0.38;0.747822;-0.352012;-0.562894
393.44;165.96;44.78;0.57;0.808817;0.498586;0.311814
393.78;166.46;43.78;1.12;0.442406;-0.014527;0.896697
394.58;166.82;43.57;0.76;0.451765;0.036411;0.891393
396.29;168.22;41.49;1.12;0.715341;0.015339;0.698608
396.66;168.50;41.11;1.12;0.712821;0.092213;0.695257
396.85;168.65;40.87;1.15;0.701238;0.111190;0.704203
403.21;173.99;32.76;1.09;0.773638;0.061491;0.630637
408.30;179.26;23.60;0.35;0.785044;0.191287;0.589165
398.14;170.85;39.46;1.15;0.754260;0.052755;0.654453
398.89;171.50;38.44;1.27;0.779638;0.088562;0.619936
404.38;176.21;31.15;0.78;0.557787;0.157018;0.814997
408.17;180.48;23.40;0.37;0.881095;0.127095;0.455542
395.81;169.16;42.54;0.71;0.757748;0.404241;0.512257
398.52;171.51;38.87;1.25;0.767207;0.064531;0.638144
403.60;175.90;32.02;0.99;0.798018;0.157800;0.581606
404.93;176.78;30.94;0.44;0.468921;0.235219;0.851343
407.06;179.66;25.32;0.70;0.812659;0.173387;0.556347
393.34;167.84;44.42;1.01;0.772297;-0.032355;0.634437
395.44;168.99;43.36;0.37;0.726136;0.396822;0.561479
395.84;169.46;42.51;0.75;0.800315;0.511885;0.312202
395.95;169.78;41.76;1.20;0.738993;0.076948;0.669304
403.30;175.96;32.35;1.08;0.737561;0.175610;0.652047
403.96;176.55;31.39;0.98;0.657555;0.202682;0.725632
407.08;179.99;25.20;0.68;0.823498;0.165895;0.542522
408.10;181.06;23.34;0.34;0.905936;0.124619;0.404661
393.39;168.15;44.40;1.02;0.755354;-0.012520;0.655197
402.99;175.97;32.75;1.09;0.718839;0.111161;0.686232
404.33;177.13;30.95;0.84;0.670733;0.272436;0.689852
395.02;169.27;43.75;0.40;0.674612;0.196054;0.711661
395.48;169.83;42.70;0.85;0.821879;0.424452;0.379940
395.43;169.96;42.30;1.17;0.898474;0.304442;0.316322
399.42;173.13;37.67;1.29;0.765942;0.061562;0.639955
407.09;180.63;25.05;0.63;0.827527;0.201947;0.523848
394.44;169.11;44.35;0.35;0.373244;0.059772;0.925806
395.13;169.76;43.28;0.67;0.775911;0.370947;0.510255
397.90;172.20;39.43;1.33;0.748635;0.073850;0.658857
404.63;177.98;30.49;0.72;0.428905;0.116718;0.895778
393.03;168.41;45.63;0.30;0.738415;-0.656873;0.152515
396.08;170.99;41.66;1.16;0.704333;-0.001384;0.709868
396.41;171.27;41.24;1.23;0.694338;0.015368;0.719485
398.76;173.15;38.50;1.25;0.731423;0.049902;0.680095
402.23;176.26;33.53;1.28;0.770562;0.091768;0.630724
402.27;176.39;33.22;1.41;0.641449;0.094975;0.761264
396.69;171.83;40.79;1.30;0.750960;0.086032;0.654720
402.26;176.70;33.16;1.41;0.639025;0.129592;0.758190
402.70;177.01;32.77;1.21;0.713781;0.223349;0.663801
403.20;177.41;32.17;1.10;0.734438;0.149301;0.662050
404.42;178.44;30.61;0.78;0.627839;0.152067;0.763344
407.01;181.62;24.63;0.69;0.831178;0.172226;0.528659
396.98;172.32;40.51;1.27;0.725873;0.052973;0.685786
402.31;177.01;33.15;1.34;0.652394;0.172647;0.737953
404.37;178.78;30.40;0.86;0.662609;0.169079;0.729631
404.63;178.93;30.25;0.71;0.495620;0.200357;0.845114
406.89;181.76;24.90;0.66;0.828041;0.124573;0.546654
397.29;172.89;40.08;1.30;0.735593;-0.004156;0.677411
405.18;179.54;29.94;0.31;0.473868;0.270120;0.838144
390.03;167.45;48.37;0.95;0.939720;-0.008830;0.341831
399.54;175.09;37.15;1.39;0.795386;0.113207;0.595437
402.39;177.71;32.92;1.31;0.695097;0.130050;0.707055
404.43;179.45;30.25;0.77;0.638117;0.159150;0.753311
399.13;175.05;37.66;1.41;0.760990;0.104507;0.640291
403.19;178.68;31.88;1.06;0.717161;0.114330;0.687465
404.33;179.61;30.50;0.71;0.733836;0.155846;0.661209
406.77;182.63;24.83;0.67;0.866920;0.323753;0.378990
398.02;174.39;39.12;1.31;0.773368;0.119776;0.622539
398.21;174.54;38.88;1.30;0.733521;0.073786;0.675650
402.22;178.11;33.26;1.20;0.718647;0.176214;0.672678
406.89;183.20;24.22;0.63;0.828693;0.248454;0.501537
407.17;183.49;23.71;0.52;0.758315;0.298537;0.579512
404.48;180.36;30.20;0.60;0.678052;0.182966;0.711877
403.50;179.87;31.34;0.92;0.637008;0.132772;0.759337
404.44;180.68;30.09;0.62;0.702171;0.175925;0.689932
404.95;181.00;29.70;0.42;0.494440;0.314356;0.810376
403.69;180.30;31.14;0.78;0.737175;0.114210;0.665979
404.43;180.99;30.03;0.60;0.733483;0.229898;0.639648
